30000 60000
5347 20326 74
15700 6291 47
23789 2546 53
15880 13944 94
23518 4417 51
4640 16281 93
10346 23574 37
421 19922 16
14740 4447 77
8399 11198 77
879 1737 50
7654 28642 91
26203 8738 18
18763 7386 70
8188 10564 69
18735 11567 64
16049 4521 81
5211 3592 60
5488 444 34
14323 25432 87
2706 2877 63
18355 28463 36
2428 17622 17
11722 17730 34
25515 19366 84
12757 7100 95
18148 14573 17
11114 3358 29
3051 2222 34
10903 2488 95
7428 12 54
16714 18000 92
1416 14490 52
5960 19431 31
14574 3015 85
21018 23460 54
6579 14522 22
5296 13585 96
3606 28574 50
29747 24421 85
18403 2050 87
16539 23067 68
29932 7833 81
21132 7490 34
54 7936 35
23562 6543 48
15005 4896 25
918 18872 35
19746 26334 15
3945 3706 35
7096 16696 71
21356 3531 19
4700 2577 88
23998 19206 60
3476 9697 90
27608 16375 92
3611 1642 37
15500 19555 54
1935 10859 55
19707 12925 90
17589 20909 84
14746 20426 73
15143 2564 54
19358 1651 41
24721 29990 88
12786 10102 30
13250 18379 84
12631 608 67
21237 8729 50
5050 26377 45
10472 27439 39
23909 4668 98
5029 19593 38
3026 29385 98
7391 8325 29
23693 13138 47
25156 19424 60
7345 26762 90
22218 6099 31
27142 426 50
1344 13918 36
14412 10889 90
18726 29972 19
6539 10118 37
249 1519 72
25312 2962 49
8172 4383 68
22917 4457 92
11949 3102 34
7277 24969 53
13996 29110 96
18033 22177 54
17322 28273 63
14728 27228 77
21694 6023 30
17386 12777 77
21314 5205 48
770 19977 41
26346 3531 63
23046 14907 77
8249 4013 80
22362 26316 50
5899 14558 95
16179 12836 24
10925 23285 90
6280 2396 61
27354 520 65
9703 11059 34
9782 24682 98
11800 19560 49
10884 26464 66
24395 11642 93
22923 23128 97
5340 7876 60
20346 25561 29
12290 7348 49
28223 26536 37
8533 8161 18
21739 26108 35
28796 23523 50
17197 12077 56
12911 10323 59
943 2365 92
505 11811 15
8272 23153 72
28451 785 43
27660 3017 43
12241 14163 29
598 7783 58
15946 6780 42
24490 3366 36
19439 29914 86
28889 19532 20
12564 7889 31
16869 16167 53
26103 7972 52
18271 29755 73
25374 29210 60
18564 17342 83
4649 12771 18
10044 14853 45
25371 28796 48
12765 15580 13
12389 23570 79
12464 8928 26
4358 26440 53
6449 27601 18
7867 5165 95
22597 12973 25
20409 9168 75
27540 1111 87
1551 7420 85
1700 20656 51
17509 25223 77
22309 3826 27
21838 26138 59
25819 13711 26
10345 19756 20
9990 3041 66
18051 6431 40
21678 29762 60
19323 7991 60
6389 18516 89
17816 1225 65
2785 17306 91
15316 2845 74
21016 7900 34
22666 18151 40
28708 19239 24
19648 27090 98
8802 29337 24
11917 7914 61
12837 12541 48
22491 7684 91
22484 817 81
24980 14059 33
26861 10379 91
1433 22533 53
15027 10115 97
24754 1241 20
23919 9247 30
26685 23769 80
27665 18705 31
4488 6638 14
17074 23546 39
21521 27703 75
6131 27987 49
3952 21382 72
17470 19051 99
16381 27124 21
11502 21504 16
27895 9771 16
19901 21787 48
9998 20881 55
10645 5916 61
26911 15461 25
8571 10818 44
15981 18562 43
20820 11938 65
2937 5420 13
23112 18222 98
2350 15768 86
13285 29071 96
22740 13308 96
9115 27417 61
22938 9305 39
3194 2428 81
16708 707 41
903 19168 80
24452 21233 46
28443 27571 13
28431 10577 39
12014 17439 91
25887 9942 71
28164 2876 80
25390 13385 16
3442 5044 14
8772 4642 21
29239 4595 22
26782 3600 94
28506 1472 40
13364 12521 81
28428 5736 88
14007 24708 52
28970 15444 35
19741 8612 27
25043 11712 78
20783 14055 71
16947 29234 72
18255 23598 33
12553 1062 46
23181 9723 82
8743 18306 34
9690 21894 74
4565 28622 15
15404 9996 31
23553 23115 46
10437 7623 62
25273 17114 39
10288 19420 63
10413 25739 40
27777 1278 19
4002 15454 10
2750 7114 68
2099 7537 96
28069 15738 71
13117 9039 84
9355 22932 56
11860 8480 60
22197 19575 88
22828 26913 89
15766 2612 20
29844 26806 39
4168 28132 49
5352 10861 87
7574 3079 45
17791 26033 37
7907 23551 73
14082 3870 39
20383 5122 76
25487 6574 42
18677 4500 61
22270 2153 73
5675 27094 10
7742 28140 83
17344 8689 39
5393 23258 57
7255 14110 74
2048 21781 78
3271 14890 25
128 21053 99
24071 9657 59
24564 6420 75
5987 20382 100
20706 26482 85
12416 5314 24
27664 9591 85
20518 8317 38
19556 12561 21
26443 2879 92
2552 20572 55
12193 10201 47
21053 17237 34
5969 8442 60
9905 28310 44
17153 19843 48
13995 15617 62
9405 27890 66
8416 25455 44
3514 18860 99
2972 18888 60
10978 25700 67
15283 5905 15
5677 19062 82
27746 6704 48
691 13325 12
25692 20400 77
3024 24515 55
14906 23218 81
9799 28548 80
9122 29694 88
2634 14182 43
11968 20531 53
26961 7782 75
10291 3389 56
11316 27794 93
28867 15153 19
1137 3492 62
27097 15857 71
23223 8641 17
15089 302 48
14120 18624 75
4085 22953 53
27189 9167 61
23938 26159 93
748 26243 29
26392 3031 47
9100 21958 29
11250 18504 73
4386 27827 74
28908 27956 34
22944 26515 46
2714 21082 91
5249 4481 67
13676 29131 57
19508 14129 94
20817 13167 94
25671 26520 53
20438 18237 93
27040 27948 95
20047 22092 57
18025 10055 60
1476 24532 73
21634 12371 55
24672 24009 55
17671 29897 87
9952 2699 92
25094 10577 100
8299 18160 43
7439 5730 22
9922 9833 66
28988 843 62
10080 4291 70
7735 17031 90
1661 17624 94
11985 12037 31
27668 8930 87
5740 6698 46
24750 12030 55
14376 16911 72
21120 2091 68
25794 9201 40
2952 9405 10
24208 27418 37
2244 26422 41
4272 24061 81
17465 3735 32
27142 314 97
28102 25471 49
25027 22599 68
27473 3428 32
2130 14774 43
22058 29061 34
4623 10212 91
28262 23958 53
22573 16527 43
4387 17869 15
22228 6577 52
14961 11339 50
3714 1599 97
23749 22126 70
14079 1209 42
6022 13469 97
4130 24063 57
23886 24725 26
23240 7585 94
10513 11502 43
27161 24470 75
18718 3431 45
13602 1892 87
17665 17702 95
2129 7537 41
13967 11305 54
214 13226 11
18100 28704 71
26102 29403 85
629 12366 56
4512 5406 60
1268 18697 48
6031 18271 22
17110 15266 15
23350 906 15
18714 20885 26
1682 10027 50
12727 16056 75
18494 11512 80
2935 23849 54
12082 17888 95
11782 4074 20
14851 3811 93
25475 22381 72
28760 9336 94
22679 7541 83
25977 28451 56
3015 23700 25
17748 20987 72
24128 28777 69
28811 28671 21
2315 20995 10
5638 13553 89
11418 6375 27
17154 18237 59
27239 12888 23
3006 29298 35
10114 25977 44
1494 27630 39
9486 26820 19
26279 12611 44
20975 8440 89
15161 17345 71
15798 17869 51
16559 27135 99
12444 26676 34
25497 14365 73
21274 913 56
9210 28406 65
19773 11347 39
17896 28360 97
9965 9666 78
7059 6466 33
24397 27446 69
27235 11730 12
17378 28193 64
22162 8808 46
21297 25270 60
4582 20235 97
14211 12771 70
15383 10694 12
23280 14313 37
8039 15777 11
13811 2012 79
13955 11392 92
11400 1343 13
21857 28860 13
21550 15633 86
23716 16098 82
11284 15571 74
979 3114 21
23529 9681 71
5282 7211 63
15318 29534 44
28414 21655 40
27423 19940 19
15125 27859 41
8937 17523 44
17992 8325 42
21809 16558 11
10134 5815 33
8574 29107 82
14282 20928 67
5497 24176 61
8104 23180 33
12938 27623 61
7680 23836 58
24612 24546 27
15703 23003 88
10503 23710 51
2440 17874 27
12326 21090 49
1421 24792 61
7972 4275 41
2241 29412 29
28945 26386 50
6887 7365 39
21948 3664 73
8021 29605 66
13030 24092 79
3349 11536 84
17727 22520 51
27852 19846 75
29270 12316 55
7213 15015 38
21980 1451 27
15101 10535 22
26610 1513 70
3369 12962 74
16790 1191 84
6590 20526 95
25960 7388 68
537 16441 11
19723 6816 63
18762 17097 52
4426 19305 99
16755 25733 53
16492 10969 51
28378 8425 81
3732 2191 54
11539 26072 84
16889 13024 41
8078 12471 31
8966 10426 77
28139 14675 30
24972 28775 98
1145 22739 59
5071 5040 45
25773 16285 29
13229 21952 80
6795 14499 86
27058 15901 70
13904 11769 18
20513 18243 81
27213 11320 11
20251 29783 56
9760 26556 66
16258 21209 11
38 2071 15
7279 8600 41
17616 10579 74
519 14910 23
4132 4087 15
21229 5048 71
6767 21673 54
29009 20734 19
16678 9320 92
7357 6860 73
5774 12396 83
7833 24791 46
15139 14708 53
12682 27366 15
26344 12762 42
21448 15842 60
18628 25422 80
4817 4887 21
27440 7466 38
21203 25120 40
1363 11237 66
21397 21470 97
9843 26873 68
29983 25505 28
946 8231 67
21152 28227 22
1104 10080 17
3524 28698 83
8371 28786 96
13506 3543 15
16196 9403 39
21546 23418 20
24627 16438 23
23291 21558 17
24527 10756 66
6178 6523 79
23423 14917 32
28225 5889 25
16900 2724 43
5808 171 15
10496 18104 65
2867 17964 55
15777 885 35
3306 23768 62
20656 26848 100
9530 25411 70
20312 320 38
7849 12118 85
28131 21061 74
25614 28804 88
5060 24040 31
12169 2167 75
1261 2024 39
5646 9910 51
18627 26401 13
523 13737 48
17161 27965 34
16928 29484 72
11781 21918 38
24272 17620 65
8572 11328 40
11906 20888 63
10013 21958 60
26501 23916 61
6647 19187 73
15582 1977 33
28773 29631 21
13683 3959 98
16708 3562 33
11366 15445 52
14162 138 43
27559 13297 21
3131 7656 24
8728 5827 66
21265 10415 12
12321 29723 94
8759 14837 13
7027 28696 38
22284 8690 71
22722 10748 76
5539 24767 37
21599 25476 31
29230 8023 96
115 336 18
23414 1035 80
4316 20503 23
29931 23920 33
7933 1494 41
23457 12613 50
27886 4252 94
18832 22138 98
8985 7793 13
2056 21715 18
14798 15038 38
28977 15182 14
7905 10454 79
14266 22793 20
9875 6756 49
11673 81 61
28588 23564 72
24270 21752 86
19664 16449 67
3546 12607 46
4909 540 71
11488 13649 24
15224 13421 99
4609 4996 42
6518 6036 90
24878 11664 89
20452 17660 12
11230 7522 48
8512 12898 23
23881 13125 26
3137 24139 70
28827 10412 41
656 2753 90
21688 6217 99
1578 16707 37
12059 14391 63
26601 17827 36
5187 12003 92
11867 7298 73
10259 8657 17
22840 13456 37
23358 953 34
15568 9659 38
22641 10143 93
15651 13117 45
7842 15967 12
614 24772 55
1125 17998 76
7936 9157 68
9035 12206 84
19948 28353 33
18165 17117 84
1612 25350 89
14285 8975 46
15936 6364 25
11959 13215 66
23646 25300 73
13042 15964 100
4171 22614 49
7796 16915 11
9132 8117 39
19792 1303 28
18573 13546 54
1529 12540 27
29195 19490 65
27022 6392 53
6338 8385 12
8523 29222 42
27645 3949 73
6025 20408 99
27827 28394 96
28432 12559 36
18996 24948 77
5457 16622 94
15047 6489 83
1794 1922 70
8409 3459 98
7054 25827 26
27085 21105 39
26501 20186 67
23021 2857 51
28100 26332 34
1367 1047 12
11834 20469 66
10365 24014 23
12268 27962 40
10622 9442 17
29367 29723 92
22970 19527 58
11392 23119 43
4719 29123 22
12864 4493 45
29918 8626 45
3526 22012 62
18910 1673 88
14754 29910 68
17688 18602 81
27447 7199 59
29728 20054 75
22180 12448 87
21851 26858 89
8194 20528 93
3423 15798 88
5510 21771 88
17451 11177 87
14467 6940 55
29750 5511 72
23088 9249 22
16056 4919 17
28878 26634 40
5369 17214 36
29726 12329 64
20863 5178 66
1881 10990 75
14695 22403 31
22723 1954 26
2623 9498 45
4059 2989 27
25486 23395 28
29774 12257 30
6640 1390 37
11821 21098 59
5795 17799 40
17385 304 33
11520 22600 10
19340 1829 55
12816 7933 63
3075 14325 75
10928 23795 50
27790 4425 97
25159 17046 26
622 24968 82
22709 11814 20
14290 12500 80
21778 19271 58
12341 8872 29
29521 24698 90
5615 27819 92
734 8816 58
12233 5419 99
9425 25375 76
18293 25869 63
25798 17218 54
29812 552 14
8635 15822 78
6229 26830 14
7745 13779 49
14616 5174 99
11001 4635 82
14531 24766 60
7284 9069 13
2148 22377 41
29882 24644 85
29146 21651 23
15632 13109 100
11581 2932 32
29379 21400 70
9235 15177 21
23454 20768 27
18795 10911 38
10571 7490 37
23917 26251 63
20553 21907 50
11545 28092 24
1251 25857 69
6596 7148 83
12921 3472 18
25276 9891 34
13165 26621 31
26537 24571 34
17959 6628 28
23792 12417 32
2471 11118 87
20810 6586 91
12002 8414 41
4464 13765 16
3953 2378 39
27321 13012 14
2885 28767 26
22726 12597 34
28296 5909 68
28156 29751 13
7064 9784 30
27550 16333 20
24126 513 87
26422 29945 70
19440 26047 17
5709 3712 44
25011 16619 76
26232 13444 75
9742 16288 65
12447 7231 89
24765 12581 36
12263 12536 57
22813 120 71
10058 13559 34
24266 21961 66
16056 24062 41
19915 4279 62
24005 17288 47
20780 7195 87
20844 4315 83
10386 20118 63
715 18845 60
27571 7954 28
14238 3109 11
10793 7693 49
132 14413 34
15274 13733 81
25319 5034 87
3548 16466 79
15742 6469 68
28055 10803 42
18260 11369 21
28506 6559 74
2839 29443 83
10812 29633 54
11757 23902 36
11350 20396 49
29635 17692 45
25616 18683 16
1917 28585 99
10321 14088 40
17833 9310 74
5423 14803 78
14095 4322 99
9362 3758 31
419 25741 50
3672 27372 66
13987 17250 26
11837 8920 40
5306 10689 12
27727 2906 64
10991 17795 29
21876 11515 18
5509 13486 43
19288 29189 45
28813 27196 79
11834 12190 12
23635 6330 23
14911 8462 40
2225 27068 34
11081 12672 61
9874 8549 89
21800 9411 42
5215 7424 33
7786 4731 56
18510 9865 98
2596 29934 53
724 15785 48
14115 12185 29
21049 20370 73
27908 25800 14
14274 25341 59
9226 27430 78
403 11833 58
17182 23899 81
28692 27242 32
27370 2874 37
28710 20578 11
22573 3494 36
23429 23368 27
2706 6819 89
15163 19230 83
16209 27603 14
28730 7854 59
11579 16084 36
13831 7719 96
26866 16868 41
9778 25298 41
2625 23054 73
22228 12643 30
1451 1767 30
4788 15413 69
5328 1663 35
1199 13041 28
7518 17898 75
3472 8413 47
23806 11916 48
15694 20896 40
16545 1699 19
20790 18827 43
16459 18353 49
27664 110 62
6552 8222 27
3001 26106 77
16925 7063 76
17980 14576 13
15587 10624 43
17429 29492 64
6711 5736 96
26542 20283 63
29686 28249 65
27707 24594 66
16016 23679 87
10480 26842 59
10715 14463 10
24430 3137 24
13260 23806 79
23494 21931 23
1374 24797 34
17824 17123 96
26394 3073 12
27773 11190 13
2575 21070 88
15032 25611 58
24639 11944 79
14169 6445 82
12884 23155 51
25142 23903 83
21966 3106 29
2551 1288 11
3427 1554 75
6411 12038 60
28829 4388 74
21629 6760 32
10697 4161 53
14749 16324 85
6639 7653 24
22217 22979 84
23629 19747 11
20151 25096 88
8490 9040 77
13410 26094 71
12194 6240 83
24068 13818 11
17195 11024 41
20612 18162 46
20554 11650 23
21186 26737 93
22328 22739 70
22510 29458 73
23422 16096 68
10863 23231 30
13619 4564 62
4347 24129 49
20645 11465 47
24797 13514 36
565 16689 82
173 19375 79
23319 28298 43
28295 28255 52
28131 26188 65
6538 7533 10
24096 23822 19
18419 719 60
27298 218 14
12571 14160 98
3028 19235 32
27299 724 90
22787 922 16
18563 3212 12
29475 959 92
13172 1425 21
14035 5890 46
19659 24623 89
8761 27240 73
24145 24909 19
16957 29281 66
4351 12820 62
25602 12132 35
14194 3962 20
21378 20075 68
7606 4208 79
9388 6831 82
25318 5702 21
19422 27208 73
2613 13454 21
12324 20673 21
29374 6424 96
468 2262 10
19352 9928 61
3218 2958 15
757 20438 31
4386 13433 31
24959 23346 95
23908 10590 35
29993 15613 54
24613 2380 80
3411 4232 39
13464 12763 39
3526 7651 67
28490 22363 68
2819 11385 90
19283 2126 88
3028 17172 51
15919 6517 90
2641 13549 33
15560 578 22
7620 3910 88
13258 24494 48
228 15623 64
772 19158 73
21038 26436 81
10896 14086 16
15529 2585 28
22290 14279 45
3906 23046 14
24902 23657 48
17146 2658 54
127 3302 16
29463 6859 19
9044 6273 85
20436 23354 62
11833 18470 54
459 26913 61
5925 333 66
78 4866 70
7873 26867 54
1455 1120 58
16817 21260 48
6862 22248 23
22769 16685 73
28828 25590 18
29853 24569 58
14874 21117 10
8595 4453 37
20595 6614 52
20080 7822 33
23130 23912 49
20325 7790 39
3747 20770 77
9615 10653 27
22276 6227 38
13443 19384 46
1320 2136 78
20104 18719 72
19196 21541 68
2070 24147 90
27219 18882 10
13258 22961 47
24860 19118 73
4256 23055 18
22638 19045 43
20617 4367 36
11984 20883 31
28668 26174 88
12101 6251 41
23335 8620 37
24682 24186 73
11017 20669 38
8544 8472 88
5189 876 35
26681 5456 72
25331 27604 74
20070 287 65
22460 9258 69
13964 19675 29
21676 21697 74
26859 580 30
9513 7926 11
23717 18728 61
28608 3180 26
1465 15046 59
29967 6917 25
29226 17744 65
26214 18287 56
18620 11218 49
20852 11387 45
3201 2957 35
18750 8668 57
10189 7805 54
7873 40 51
1894 16793 41
4132 8642 62
16399 29571 50
16600 29 75
10810 18448 83
18108 17057 65
19014 14414 65
22358 7448 74
5715 3184 42
78 9217 55
457 21704 41
3161 23073 63
11501 9447 87
26552 29131 51
18361 4658 100
14376 2524 25
8775 21428 39
20619 16293 35
29171 1706 96
21635 609 69
23351 9225 87
21742 6683 69
21189 3179 10
1757 11279 42
567 17412 29
6985 27187 90
4618 5952 31
22058 23089 82
24212 8409 52
24812 26457 24
16077 5700 39
4493 27022 84
26520 23682 93
23107 28032 41
18076 6830 92
19972 2783 33
431 5908 77
20584 17153 41
24319 27409 12
27066 14071 67
20380 486 69
10602 1864 72
12211 20112 22
979 22513 64
16464 23308 72
3761 866 55
25666 16099 48
24392 21738 78
453 9875 84
7136 18903 16
8615 20006 46
28172 10811 55
2616 17248 78
17046 25807 86
29276 19875 16
20272 20745 71
3328 6997 45
20579 1726 31
26960 13410 93
27575 17709 79
16178 16205 79
27994 16270 10
24934 16095 37
29190 25316 71
6524 3599 51
7258 939 22
23429 1600 54
29713 19694 21
18052 6984 43
23021 2301 47
23829 17553 69
9643 8840 54
14050 23763 47
16473 21082 18
5924 5264 23
20629 519 96
10763 14161 34
13443 28705 34
26936 23251 85
26321 6238 15
4183 23279 77
25489 20079 80
17954 16257 39
10865 29390 41
8035 27939 15
19489 29639 73
7058 27194 28
29951 5724 59
1180 23631 95
6277 7288 95
14783 1704 90
18312 7298 80
4700 9994 18
11550 17153 57
26658 27691 39
5557 2364 73
6269 542 45
22717 22725 80
4035 11206 53
13830 15757 44
1431 9776 97
20983 25132 61
23012 1675 68
7113 8355 76
9332 2942 55
19496 7998 13
8322 10569 20
9309 22984 82
20041 22967 67
904 29004 52
26941 13131 52
16206 12150 89
9007 1820 31
4121 19369 26
13922 357 10
13297 12970 78
26306 7774 85
23059 27364 73
26045 11405 82
21170 18558 22
4753 28232 81
9000 23364 53
28027 18935 18
3417 19304 61
7474 19289 52
11188 3528 87
28245 26392 62
5041 7388 65
10342 742 28
18189 16064 40
22850 14278 94
14550 8861 95
959 419 72
15377 9465 74
17317 4953 58
305 15313 68
14370 8100 76
21579 7619 63
8951 12391 21
18913 2382 34
8179 4087 54
7864 4745 16
6134 5035 49
25281 23049 13
495 23381 32
29023 29701 48
11387 1608 61
1081 8119 77
22761 6667 70
15696 2627 22
1132 4768 70
3315 5654 87
17975 6007 56
8787 27733 17
3882 15795 44
8974 27907 91
22296 20066 24
23264 18993 62
13765 17535 87
17331 26652 37
15474 23133 46
7860 7002 79
5034 6350 49
6283 29267 53
29035 18446 69
15867 12741 86
902 7571 80
11527 337 76
12733 29249 79
21723 19355 62
21148 7852 15
12764 25418 72
7427 6916 10
17610 27512 96
27187 22846 97
2757 27684 38
19986 29816 36
26142 4102 64
24349 8525 94
5025 18321 18
8063 13516 92
14342 3666 43
16294 1237 38
21923 9501 59
20923 14443 65
10775 6529 11
13092 16240 68
15098 2825 87
8909 28124 62
1316 27074 41
26151 15390 31
767 28099 49
12726 26197 26
24974 13617 28
17228 16070 56
20137 26158 95
4406 5093 26
24007 4570 38
18800 22816 63
13541 16546 57
21143 12143 69
23192 6634 51
28561 27443 11
18743 20450 40
28446 7794 54
10563 10969 48
5779 21310 72
27134 16404 71
7539 18597 12
11803 13498 12
11955 28807 32
29969 10327 43
26309 20570 47
18401 17525 86
25047 14940 85
18870 14550 18
18006 19530 97
21372 18627 55
27275 7543 35
13774 21818 60
20508 28681 77
21606 17732 11
2826 6844 96
25323 1570 77
8719 22302 64
15665 13760 11
17817 13108 99
25530 28532 13
22139 13891 90
16436 14769 30
4247 20232 58
7365 26341 99
826 8560 30
16286 1597 15
29722 13284 24
27388 28888 69
8289 18263 24
8360 23971 65
16540 9038 46
17873 11917 19
5088 18369 20
15354 4092 88
28254 12293 87
22380 14248 43
12356 9865 26
5861 24609 18
635 26627 74
26120 5130 76
9588 7327 29
4260 18623 48
21690 20595 91
5308 22459 38
21600 13070 97
12296 11407 92
27291 678 21
26904 28921 15
4679 11977 70
3363 19521 13
25967 14062 59
7408 3838 33
27645 3727 20
17486 11734 83
20206 4364 34
10347 5056 21
25031 14490 74
23558 23241 85
22296 17280 25
15732 2412 40
18837 15036 85
24807 977 100
14097 25155 46
6787 19111 35
17896 7735 99
17721 13346 60
7866 22200 59
13773 17198 39
28169 16688 81
29494 23677 55
29279 17450 46
25672 3020 34
23952 3123 98
19185 6619 98
6227 11361 39
24044 18789 72
7448 3198 100
4767 27870 70
24532 8266 73
1861 3487 75
8346 6883 95
18259 18666 94
17475 11188 95
9819 22583 25
4076 13735 99
26745 11350 21
12887 204 27
14203 888 73
620 9576 28
27658 10885 21
24545 21528 40
8710 24883 13
9576 5579 64
25443 15228 43
15602 21095 90
10276 17980 32
12832 2886 88
9213 29597 22
17084 20119 86
27412 4832 77
22085 6397 79
1192 18860 56
23618 20635 84
2615 5014 26
27530 1397 79
24812 16183 14
23031 27940 20
21597 3557 10
23384 20046 71
26658 11495 53
24824 29723 36
11526 14185 10
7282 4775 76
12834 7663 17
164 24724 20
28378 2414 58
26750 27927 41
26083 27109 36
21239 17800 82
11184 1704 56
3376 10760 45
